hike_region,total_distance,elevation_gain,num_reviews,stars,hike_url,hike_id,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,views,hiking,nature_trips,walking,bird_watching,trail_running,forest,no_dogs,mountain_bike,backpacking,horseback_riding,beach,fishing,partially_paved,road_biking,off_road_driving,wheelchair_friendly,stroller_friendly,paved,historic_site,rock_climbing,snowshoeing,city_walk,cave,paddle_sports,scenic_driving,surfing,cross_country_skiing,hot_springs,rails_trails,skiing,rocky,snow,muddy,bugs,overgrown,scramble,blowdown,off_trail,no_shade,private_property,closed,washed_out,old_growth,elevation_per_mile,power_rating,hike_difficulty_EASY,hike_difficulty_HARD,hike_difficulty_MODERATE,route_type_Loop,route_type_Out & Back,route_type_Point to Poin,foot_traffic_Heavy,foot_traffic_Light,foot_traffic_Moderate,foot_traffic_Unknown Foot Traffic
Ginkgo Petrified Forest State Park,1.5,314,23,3.0,https://www.alltrails.com/trail/us/washington/ginkgo-petrified-forest-interpretive-trails,hike1394,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.33333333333334,18.27,1,0,0,1,0,0,0,0,1,0
Henry M. Jackson Wilderness,5.0,1850,8,4.6,https://www.alltrails.com/trail/us/washington/yodelin-ski-tour,hike1395,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,370.0,42.41,0,0,1,0,1,0,0,0,1,0
,1.1,127,17,4.8,https://www.alltrails.com/trail/us/washington/maddox-creek-trail,hike1396,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.45454545454544,48.46,1,0,0,1,0,0,0,1,0,0
,2.7,1643,17,4.1,https://www.alltrails.com/trail/us/washington/selah-butte-trail,hike1397,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,608.5185185185185,38.55,0,0,1,0,1,0,0,0,0,1
Tiger Mountain State Forest,7.6,875,9,3.8,https://www.alltrails.com/trail/us/washington/east-tiger-silent-swamp-trail,hike1398,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.13157894736842,36.39,1,0,0,0,1,0,0,0,0,1
Mount Baker Snoqualmie National Forest,10.0,2421,7,3.6,https://www.alltrails.com/trail/us/washington/mesatchee-creek-trail-969,hike1399,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.1,35.7,0,0,1,0,1,0,0,0,1,0
Cougar Mountain Regional Wildland Park,0.7,203,20,3.8,https://www.alltrails.com/trail/us/washington/talus-bridge-trail,hike1400,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.0,33.59,1,0,0,0,1,0,0,0,1,0
Colville National Forest,6.6,1532,16,3.9,https://www.alltrails.com/trail/us/washington/columbia-mountain-kettle-crest-north,hike1401,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,232.12121212121212,35.89,0,0,1,1,0,0,0,0,1,0
Mount Rainier National Park,2.8,252,8,3.8,https://www.alltrails.com/trail/us/washington/old-mine-trail,hike1402,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,36.68,0,0,1,0,1,0,0,0,1,0
Mount Baker Snoqualmie National Forest,11.2,1158,9,3.7,https://www.alltrails.com/trail/us/washington/ccc-trail,hike1403,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.39285714285715,35.6,0,0,1,0,0,1,0,0,1,0
Gifford Pinchot National Forest,5.4,1167,221,4.4,https://www.alltrails.com/trail/us/washington/lava-canyon-trail,hike1404,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216.1111111111111,57.51,0,0,1,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,7.0,3152,13,4.2,https://www.alltrails.com/trail/us/washington/mount-baldy-via-domerie-divide-trail,hike1405,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,450.2857142857143,39.79,0,1,0,0,1,0,0,1,0,0
Mount Baker National Forest,2.7,511,7,4.1,https://www.alltrails.com/trail/us/washington/slide-lake-trail,hike1406,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.25925925925924,38.86,0,0,1,0,1,0,0,0,1,0
Anacortes Community Forest Lands,2.7,160,21,4.0,https://www.alltrails.com/trail/us/washington/heart-lake-loop,hike1407,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.25925925925925,36.75,0,0,1,1,0,0,0,0,1,0
Squak Mountain State Park,5.8,1860,14,3.8,https://www.alltrails.com/trail/us/washington/may-valley-to-squak-mountain-road-loop,hike1408,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.6896551724138,35.06,0,0,1,1,0,0,0,0,0,1
Mount Baker National Forest,9.2,1194,7,4.4,https://www.alltrails.com/trail/us/washington/nooksack-cirque-trail,hike1409,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.7826086956522,40.76,0,1,0,0,1,0,1,0,0,0
Cougar Mountain Regional Wildland Park,4.2,521,16,4.1,https://www.alltrails.com/trail/us/washington/sky-country-th-to-harvey-manning-th-loop,hike1410,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.04761904761904,38.58,1,0,0,1,0,0,0,1,0,0
Middle Fork Snoqualmie Natural Resources Conservation Area,3.0,767,9,4.1,https://www.alltrails.com/trail/us/washington/mirror-lake-to-pacific-crest-trail,hike1411,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.66666666666666,38.79,0,0,1,0,1,0,0,0,1,0
Moran State Park,2.4,1072,10,4.1,https://www.alltrails.com/trail/us/washington/little-summit-from-mountain-lake,hike1412,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.6666666666667,38.76,0,0,1,0,1,0,0,0,1,0
,18.0,6984,11,3.9,https://www.alltrails.com/trail/us/washington/lake-caroline-and-windy-pass,hike1413,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.0,36.81,0,1,0,0,1,0,0,0,1,0
Cougar Mountain Regional Wildland Park,4.8,1213,8,4.1,https://www.alltrails.com/trail/us/washington/cougar-mt-squak-mt-connector-to-doughty-falls,hike1414,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.70833333333334,38.83,0,0,1,1,0,0,0,0,1,0
Mount Si Natural Resources Conservation Area,5.2,1236,6,4.0,https://www.alltrails.com/trail/us/washington/teneriffe-talus-loop,hike1415,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.69230769230768,38.35,0,0,1,1,0,0,0,1,0,0
"Jackson Hydroelectric Project, Spada Lake ",3.3,925,6,3.8,https://www.alltrails.com/trail/us/washington/sultan-river-canyon-trail-dam,hike1416,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.3030303030303,37.25,1,0,0,0,1,0,0,1,0,0
Fort Ebey State Park,4.3,452,14,4.4,https://www.alltrails.com/trail/us/washington/kettles-recreation-area-to-fort-ebey-loop,hike1417,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.11627906976744,42.22,1,0,0,1,0,0,0,1,0,0
,38.6,1161,14,3.6,https://www.alltrails.com/trail/us/washington/john-wayne-pioneer-trail-ellensburg-to-lake-easton,hike1418,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.077720207253886,32.67,1,0,0,0,0,1,0,0,1,0
Glacier Peak Wilderness,34.9,7004,5,4.6,https://www.alltrails.com/trail/us/washington/buck-creek-to-high-bridge,hike1419,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,200.68767908309457,41.23,0,1,0,0,0,1,0,0,1,0
Mount Baker Snoqualmie National Forest,12.1,3320,5,4.6,https://www.alltrails.com/trail/us/washington/lower-tuscohatchie-lake,hike1420,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.3801652892562,41.23,0,1,0,0,1,0,0,0,1,0
Mount Baker Wilderness,11.4,4622,4,5.0,https://www.alltrails.com/trail/us/washington/tomyhoi-peak--2,hike1421,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,405.43859649122805,42.3,0,1,0,0,1,0,0,1,0,0
Okanogan-Wenatchee National Forest,9.2,3500,10,3.7,https://www.alltrails.com/trail/us/washington/lake-ethel-trail,hike1422,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,380.4347826086957,35.24,0,1,0,0,1,0,0,1,0,0
,8.2,1007,10,4.4,https://www.alltrails.com/trail/us/washington/pilchuck-trail,hike1423,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.8048780487805,41.41,0,0,1,0,1,0,0,0,1,0
,2.0,961,11,4.3,https://www.alltrails.com/trail/us/washington/lewis-butte,hike1424,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,480.5,40.65,0,0,1,1,0,0,0,1,0,0
Gifford Pinchot National Forest,7.2,2237,5,4.2,https://www.alltrails.com/trail/us/washington/east-fork-trail-139,hike1425,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,310.69444444444446,39.39,0,0,1,0,1,0,0,1,0,0
Mount Adams Recreation Area,5.5,1118,4,4.0,https://www.alltrails.com/trail/us/washington/bird-meadow-trail-to-bird-lake-trail,hike1426,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.27272727272728,38.59,1,0,0,0,1,0,0,0,0,1
Mount Si Natural Resources Conservation Area,7.7,859,9,4.0,https://www.alltrails.com/trail/us/washington/ccc-road-trail-via-blowout-creek-trailhead,hike1427,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.55844155844156,37.99,0,0,1,0,1,0,0,1,0,0
,1.4,68,18,3.5,https://www.alltrails.com/trail/us/washington/seattle-center,hike1428,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.57142857142858,29.6,1,0,0,1,0,0,0,0,1,0
Cape Disappointment State Park,0.5,32,11,4.3,https://www.alltrails.com/trail/us/washington/bells-view-overlook-trail,hike1429,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,40.65,1,0,0,0,1,0,0,0,1,0
Mount Rainier Wilderness,8.9,2693,7,4.6,https://www.alltrails.com/trail/us/washington/crystal-mountain-loop-trail--2,hike1430,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.5842696629213,42.02,0,0,1,1,0,0,0,1,0,0
Okanogan-Wenatchee National Forest,16.7,5757,7,4.6,https://www.alltrails.com/trail/us/washington/cashmere-mountain,hike1431,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,344.7305389221557,42.02,0,1,0,0,1,0,0,1,0,0
,118.5,9055,3,4.3,https://www.alltrails.com/trail/us/washington/cascade-scenic-drive,hike1432,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.41350210970464,39.56,0,0,1,0,0,1,0,0,1,0
Okanogan-Wenatchee National Forest,12.1,4271,8,4.1,https://www.alltrails.com/trail/us/washington/elbow-peak-via-yellow-hill-trail,hike1433,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.9752066115703,38.83,0,1,0,0,1,0,0,1,0,0
Olympic National Park,27.9,8106,3,5.0,https://www.alltrails.com/trail/us/washington/cameron-pass-trail,hike1434,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.5376344086022,41.52,0,1,0,0,1,0,0,0,1,0
The Brothers Wilderness,10.0,3057,3,4.0,https://www.alltrails.com/trail/us/washington/east-fork-lena-creek-via-the-brothers-trail-821,hike1435,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,305.7,38.72,0,1,0,0,1,0,0,0,1,0
Fort Columbia State Park,2.6,748,19,3.5,https://www.alltrails.com/trail/us/washington/scarborough-hill-trail,hike1436,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,287.6923076923077,29.15,1,0,0,1,0,0,0,0,1,0
Columbia River Gorge National Scenic Area,13.4,2227,5,3.6,https://www.alltrails.com/trail/us/washington/greenleaf-falls-trail-via-pacific-crest-trail,hike1437,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.19402985074626,36.63,0,1,0,0,1,0,0,1,0,0
,1.3,406,16,3.5,https://www.alltrails.com/trail/us/washington/echo-point-trail,hike1438,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.3076923076923,30.52,0,0,1,0,1,0,0,0,0,1
,2.7,19,18,4.4,https://www.alltrails.com/trail/us/washington/skagit-wildlife-area,hike1439,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.037037037037036,42.98,1,0,0,0,1,0,0,0,1,0
Indian Heaven Wilderness,4.9,741,7,4.6,https://www.alltrails.com/trail/us/washington/junction-lake-via-east-crater-trail,hike1440,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.22448979591834,42.02,0,0,1,0,1,0,0,1,0,0
Okanogan-Wenatchee National Forest,7.3,3917,7,4.4,https://www.alltrails.com/trail/us/washington/scatter-lake,hike1441,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.5753424657535,40.76,0,1,0,0,1,0,0,0,1,0
Ross Lake National Recreation Area,12.8,2851,4,4.5,https://www.alltrails.com/trail/us/washington/ross-dam-and-diablo-lake-trail,hike1442,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.734375,40.45,0,0,1,0,1,0,0,0,1,0
Pend Oreille County Park,3.8,875,23,3.4,https://www.alltrails.com/trail/us/washington/pend-oreille-pathfinder-loop,hike1443,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,230.26315789473685,25.59,1,0,0,0,1,0,0,0,1,0
Green Mountain State Forest,7.8,1046,11,3.9,https://www.alltrails.com/trail/us/washington/plummer-and-beaver-pond-trail,hike1444,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.10256410256412,36.81,0,0,1,1,0,0,0,0,1,0
Umatilla National Forest,3.1,1141,12,4.0,https://www.alltrails.com/trail/us/washington/middle-point-trail-to-ski-bluewood,hike1445,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,368.06451612903226,37.66,0,1,0,0,1,0,0,1,0,0
Gifford Pinchot National Forest,0.9,16,8,4.4,https://www.alltrails.com/trail/us/washington/woods-creek-watchable-wildlife-loop-tril,hike1446,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77777777777778,40.98,1,0,0,1,0,0,0,0,0,1
,9.1,1243,13,3.6,https://www.alltrails.com/trail/us/washington/middle-trail-and-beaver-ponds-trail-loop,hike1447,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.5934065934066,33.08,0,0,1,1,0,0,0,0,1,0
Okanogan-Wenatchee National Forest,16.6,5331,5,4.2,https://www.alltrails.com/trail/us/washington/mount-baldy-and-thomas-mountain-to-silver-creek,hike1448,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.14457831325296,39.39,0,0,1,1,0,0,0,1,0,0
Mount Baker Snoqualmie National Forest,9.7,2457,8,3.4,https://www.alltrails.com/trail/us/washington/dingford-creek-trail,hike1449,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.29896907216497,33.81,0,0,1,0,1,0,0,0,0,1
,2.5,885,28,4.3,https://www.alltrails.com/trail/us/washington/ahtanum-ridge-loop,hike1450,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,354.0,42.56,0,0,1,1,0,0,0,0,1,0
Cape Disappointment State Park,0.4,72,14,3.6,https://www.alltrails.com/trail/us/washington/lewis-clark-interpertive-loop,hike1451,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,32.67,1,0,0,1,0,0,0,1,0,0
Lake Whatcom Park,4.5,898,11,4.4,https://www.alltrails.com/trail/us/washington/chanterelle-trail-and-wickersham-truck-road-loop,hike1452,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.55555555555554,41.61,0,0,1,1,0,0,0,0,1,0
William O. Douglas Wilderness,27.3,3753,4,4.5,https://www.alltrails.com/trail/us/washington/pacific-crest-trail-chinook-pass-to-white-pass,hike1453,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.47252747252747,40.45,0,0,1,0,0,1,1,0,0,0
Mount Baker National Forest,5.3,1525,2,3.0,https://www.alltrails.com/trail/us/washington/cougar-divide,hike1454,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,287.7358490566038,36.96,0,0,1,0,1,0,0,1,0,0
Dry Gulch Preserve,2.9,761,11,4.4,https://www.alltrails.com/trail/us/washington/dry-gultch-south-ridge-and-rooster-comb-loop,hike1455,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.41379310344826,41.61,0,0,1,1,0,0,0,0,1,0
Mount Baker Snoqualmie National Forest,5.0,3054,5,3.4,https://www.alltrails.com/trail/us/washington/sunrise-mine-trail,hike1456,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.8,35.71,0,1,0,0,1,0,0,0,1,0
Cougar Mountain Regional Wildland Park,0.6,36,8,4.0,https://www.alltrails.com/trail/us/washington/steam-hoist-trail,hike1457,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,38.11,1,0,0,1,0,0,0,0,1,0
Burfoot Park ,0.6,95,13,4.2,https://www.alltrails.com/trail/us/washington/beach-trail--2,hike1458,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.33333333333334,39.79,1,0,0,1,0,0,0,1,0,0
Mount Si Natural Resources Conservation Area,16.5,6994,10,4.4,https://www.alltrails.com/trail/us/washington/old-mount-si-trail-to-teneriffe-trail-to-kamikaze-trail-loop,hike1459,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.8787878787879,41.41,0,1,0,1,0,0,0,0,1,0
San Juan Island National Historical Park,1.8,62,15,3.9,https://www.alltrails.com/trail/us/washington/bell-point-loop-trail,hike1460,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.44444444444444,36.07,0,0,1,1,0,0,0,0,1,0
Alta Lake State Park,1.0,721,11,4.4,https://www.alltrails.com/trail/us/washington/alta-lake-trail,hike1461,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721.0,41.61,0,0,1,0,1,0,0,1,0,0
